,name,institution,old_country_name_acquired,current_country_name_acquired,city,state,year,field,acquired_lat,acquired_lon,acquired_country_short_name,birth_country_old_name,birth_country_current_name,birth_lat,birth_lon,birth_country_short_name,age
482,Lawrence Bragg,Victoria University,United Kingdom,United Kingdom,Manchester,,1915,Physics,53.4807593,-2.2426305,GB,Australia,Australia,-25.274398,133.775136,AU,25
597,Patrick M.S. Blackett,Victoria University,United Kingdom,United Kingdom,Manchester,,1948,Physics,53.4807593,-2.2426305,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,51
204,Ernest Rutherford,Victoria University,United Kingdom,United Kingdom,Manchester,,1908,Chemistry,53.4807593,-2.2426305,GB,New Zealand,New Zealand,-40.900557,174.885971,NZ,37
785,Thomas C. Schelling,University of Maryland,USA,USA,College Park,MD,2005,Economic Sciences,38.9896967,-76.93776,US,USA,USA,37.09024,-95.712891,US,84
133,Craig C. Mello,University of Massachusetts Medical School,USA,USA,Worcester,MA,2006,Physiology or Medicine,42.2625932,-71.8022934,US,USA,USA,37.09024,-95.712891,US,46
583,Oliver Smithies,University of North Carolina at Chapel Hill,USA,USA,Chapel Hill,NC,2007,Physiology or Medicine,35.9131996,-79.0558445,US,United Kingdom,United Kingdom,55.378051,-3.435973,GB,82
757,Sir Peter Mansfield,University of Nottingham,United Kingdom,United Kingdom,Nottingham,,2003,Physiology or Medicine,52.9547832,-1.1581086,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,70
580,Odd Hassel,University of Oslo,Norway,Norway,Oslo,,1969,Chemistry,59.9138688,10.7522454,NO,Norway,Norway,60.472024,8.468946,NO,72
639,Ragnar Frisch,University of Oslo,Norway,Norway,Oslo,,1969,Economic Sciences,59.9138688,10.7522454,NO,Norway,Norway,60.472024,8.468946,NO,74
799,Trygve Haavelmo,University of Oslo,Norway,Norway,Oslo,,1989,Economic Sciences,59.9138688,10.7522454,NO,Norway,Norway,60.472024,8.468946,NO,78
270,George H. Whipple,University of Rochester,USA,USA,Rochester,NY,1934,Physiology or Medicine,43.16103,-77.6109219,US,USA,USA,37.09024,-95.712891,US,56
422,John Cornforth,University of Sussex,United Kingdom,United Kingdom,Brighton,,1975,Chemistry,50.82253,-0.137163,GB,Australia,Australia,-25.274398,133.775136,AU,58
747,Sir Harold Kroto,University of Sussex,United Kingdom,United Kingdom,Brighton,,1996,Chemistry,50.82253,-0.137163,GB,United Kingdom,United Kingdom,55.378051,-3.435973,GB,57
420,John C. Polanyi,University of Toronto,Canada,Canada,Toronto,,1986,Chemistry,43.653226,-79.3831843,CA,Germany,Germany,51.165691,10.451526,DE,57
236,Frederick G. Banting,University of Toronto,Canada,Canada,Toronto,,1923,Physiology or Medicine,43.653226,-79.3831843,CA,Canada,Canada,56.130366,-106.346771,CA,32
432,John Macleod,University of Toronto,Canada,Canada,Toronto,,1923,Physiology or Medicine,43.653226,-79.3831843,CA,Scotland,Scotland,56.4906712,-4.2026458,GB,47
524,Mario R. Capecchi,University of Utah,USA,USA,Salt Lake City,UT,2007,Physiology or Medicine,40.7607793,-111.8910474,US,Italy,Italy,41.87194,12.56738,IT,70
446,Joshua Lederberg,University of Wisconsin,USA,USA,Madison,WI,1958,Physiology or Medicine,43.0730517,-89.4012302,US,USA,USA,37.09024,-95.712891,US,33
304,H. Gobind Khorana,University of Wisconsin,USA,USA,Madison,WI,1968,Physiology or Medicine,43.0730517,-89.4012302,US,India,India,20.593684,78.96288,IN,46
353,Howard M. Temin,University of Wisconsin,USA,USA,Madison,WI,1975,Physiology or Medicine,43.0730517,-89.4012302,US,USA,USA,37.09024,-95.712891,US,41
519,Manne Siegbahn,Uppsala University,Sweden,Sweden,Uppsala,,1924,Physics,59.8585638,17.6389267,SE,Sweden,Sweden,60.128161,18.643501,SE,38
458,Kai M. Siegbahn,Uppsala University,Sweden,Sweden,Uppsala,,1981,Physics,59.8585638,17.6389267,SE,Sweden,Sweden,60.128161,18.643501,SE,63
777,The Svedberg,Uppsala University,Sweden,Sweden,Uppsala,,1926,Chemistry,59.8585638,17.6389267,SE,Sweden,Sweden,60.128161,18.643501,SE,42
60,Arne Tiselius,Uppsala University,Sweden,Sweden,Uppsala,,1948,Chemistry,59.8585638,17.6389267,SE,Sweden,Sweden,60.128161,18.643501,SE,46
39,Allvar Gullstrand,Uppsala University,Sweden,Sweden,Uppsala,,1911,Physiology or Medicine,59.8585638,17.6389267,SE,Sweden,Sweden,60.128161,18.643501,SE,49
282,Gerardus 't Hooft,Utrecht University,the Netherlands,the Netherlands,Utrecht,,1999,Physics,52.0907374,5.1214201,NL,the Netherlands,the Netherlands,52.132633,5.291266,NL,53
119,Christiaan Eijkman,Utrecht University,the Netherlands,the Netherlands,Utrecht,,1929,Physiology or Medicine,52.0907374,5.1214201,NL,the Netherlands,the Netherlands,52.132633,5.291266,NL,71
166,"Earl W. Sutherland, Jr.",Vanderbilt University,USA,USA,Nashville,TN,1971,Physiology or Medicine,36.1626638,-86.7816016,US,USA,USA,37.09024,-95.712891,US,56
763,Stanley Cohen,Vanderbilt University School of Medicine,USA,USA,Nashville,TN,1986,Physiology or Medicine,36.1626638,-86.7816016,US,USA,USA,37.09024,-95.712891,US,64
48,Andrew V. Schally,Veterans Administration Hospital,USA,USA,New Orleans,LA,1977,Physiology or Medicine,29.9510658,-90.0715323,US,Poland,Lithuania,55.169438,23.881275,LT,51
705,Rosalyn Yalow,Veterans Administration Hospital,USA,USA,Bronx,NY,1977,Physiology or Medicine,40.8370495,-73.8654295,US,USA,USA,37.09024,-95.712891,US,56
670,Robert Bárány,Vienna University,Austria,Austria,Vienna,,1914,Physiology or Medicine,48.2081743,16.3738189,AT,Austria,Austria,47.516231,14.550072,AT,38
455,Julius Wagner-Jauregg,Vienna University,Austria,Austria,Vienna,,1927,Physiology or Medicine,48.2081743,16.3738189,AT,Austria,Austria,47.516231,14.550072,AT,70
414,John B. Fenn,Virginia Commonwealth University,USA,USA,Richmond,VA,2002,Chemistry,37.5407246,-77.4360481,US,USA,USA,37.09024,-95.712891,US,85
745,Sir Frank Macfarlane Burnet,Walter and Eliza Hall Institute for Medical Research,Australia,Australia,Melbourne,,1960,Physiology or Medicine,-37.814107,144.96328,AU,Australia,Australia,-25.274398,133.775136,AU,61
5,Ada E. Yonath,Weizmann Institute of Science,Israel,Israel,Rehovot,,2009,Chemistry,31.892773,34.811272,IL,British Mandate of Palestine,Israel,31.046051,34.851612,IL,70
235,Frederick C. Robbins,Western Reserve University,USA,USA,Cleveland,OH,1954,Physiology or Medicine,41.49932,-81.6943605,US,USA,USA,37.09024,-95.712891,US,38
827,Wilhelm Wien,Würzburg University,Germany,Germany,Würzburg,,1911,Physics,49.7913044,9.9533548,DE,Prussia,Russia,61.52401,105.318756,RU,47
480,Lars Onsager,Yale University,USA,USA,New Haven,CT,1968,Chemistry,41.308274,-72.9278835,US,Norway,Norway,60.472024,8.468946,NO,65
733,Sidney Altman,Yale University,USA,USA,New Haven,CT,1989,Chemistry,41.308274,-72.9278835,US,Canada,Canada,56.130366,-106.346771,CA,50
387,James E. Rothman,Yale University,USA,USA,New Haven,CT,2013,Physiology or Medicine,41.308274,-72.9278835,US,USA,USA,37.09024,-95.712891,US,63
793,Tjalling C. Koopmans,Yale University,USA,USA,New Haven,CT,1975,Economic Sciences,41.308274,-72.9278835,US,the Netherlands,the Netherlands,52.132633,5.291266,NL,65
392,James Tobin,Yale University,USA,USA,New Haven,CT,1981,Economic Sciences,41.308274,-72.9278835,US,USA,USA,37.09024,-95.712891,US,63
684,Robert J. Shiller,Yale University,USA,USA,New Haven,CT,2013,Economic Sciences,41.308274,-72.9278835,US,USA,USA,37.09024,-95.712891,US,67
266,George E. Palade,Yale University,USA,USA,New Haven,CT,1974,Physiology or Medicine,41.308274,-72.9278835,US,Romania,Romania,45.943161,24.96676,RO,62
